😬	grimacing face	face, grimace, grimacing face
😮‍💨	face exhaling	
🤥	lying face	face, lie, lying face, pinocchio
🫨	shaking face	
🙂‍↔️	head shaking horizontally	
🙂‍↕️	head shaking vertically	
😌	relieved face	face, relieved
😔	pensive face	dejected, face, pensive
😪	sleepy face	face, sleep, sleepy face
🤤	drooling face	drooling, face
😴	sleeping face	face, sleep, sleeping face, zzz
🫩	face with bags under eyes	
😷	face with medical mask	cold, doctor, face, face with medical mask, mask, sick
🤒	face with thermometer	face, face with thermometer, ill, sick, thermometer
🤕	face with head-bandage	bandage, face, face with head-bandage, hurt, injury
🤢	nauseated face	face, nauseated, vomit
🤮	face vomiting	face vomiting, sick, vomit
🤧	sneezing face	face, gesundheit, sneeze, sneezing face
🥵	hot face	feverish, heat stroke, hot, hot face, red-faced, sweating
🥶	cold face	blue-faced, cold, cold face, freezing, frostbite, icicles
🥴	woozy face	dizzy, intoxicated, tipsy, uneven eyes, wavy mouth, woozy face
😵	face with crossed-out eyes	dizzy, face
😵‍💫	face with spiral eyes	
🤯	exploding head	exploding head, mind blown, shocked
🤠	cowboy hat face	cowboy, cowgirl, face, hat
🥳	partying face	celebration, hat, horn, party, partying face
🥸	disguised face	disguise, disguised face, face, glasses, incognito, nose
😎	smiling face with sunglasses	bright, cool, face, smiling face with sunglasses, sun, sunglasses
🤓	nerd face	face, geek, nerd
🧐	face with monocle	face with monocle, stuffy
😕	confused face	confused, face, meh
🫤	face with diagonal mouth	
😟	worried face	face, worried
🙁	slightly frowning face	face, frown, slightly frowning face
☹️	frowning face	face, frown, frowning face
😮	face with open mouth	face, face with open mouth, mouth, open, sympathy
😯	hushed face	face, hushed, stunned, surprised
😲	astonished face	astonished, face, shocked, totally
😳	flushed face	dazed, face, flushed
🫪	distorted face	
🥺	pleading face	begging, mercy, pleading face, puppy eyes
🥹	face holding back tears	
😦	frowning face with open mouth	face, frown, frowning face with open mouth, mouth, open
😧	anguished face	anguished, face
😨	fearful face	face, fear, fearful, scared
😰	anxious face with sweat	anxious face with sweat, blue, cold, face, rushed, sweat
😥	sad but relieved face	disappointed, face, relieved, sad but relieved face, whew
😢	crying face	cry, crying face, face, sad, tear
😭	loudly crying face	cry, face, loudly crying face, sad, sob, tear
😱	face screaming in fear	face, face screaming in fear, fear, munch, scared, scream
😖	confounded face	confounded, face
😣	persevering face	face, persevere, persevering face
😞	disappointed face	disappointed, face
😓	downcast face with sweat	cold, downcast face with sweat, face, sweat
😩	weary face	face, tired, weary
😫	tired face	face, tired
🥱	yawning face	bored, tired, yawn, yawning face
😤	face with steam from nose	face, face with steam from nose, triumph, won
😡	enraged face	angry, face, mad, pouting, rage, red
😠	angry face	angry, face, mad
🤬	face with symbols on mouth	face with symbols on mouth, swearing
😈	smiling face with horns	face, fairy tale, fantasy, horns, smile, smiling face with horns
👿	angry face with horns	angry face with horns, demon, devil, face, fantasy, imp
💀	skull	death, face, fairy tale, monster, skull
☠️	skull and crossbones	crossbones, death, face, monster, skull, skull and crossbones
💩	pile of poo	dung, face, monster, pile of poo, poo, poop
🤡	clown face	clown, face
👹	ogre	creature, face, fairy tale, fantasy, monster, ogre
👺	goblin	creature, face, fairy tale, fantasy, goblin, monster
👻	ghost	creature, face, fairy tale, fantasy, ghost, monster
👽	alien	alien, creature, extraterrestrial, face, fantasy, ufo
👾	alien monster	alien, creature, extraterrestrial, face, monster, ufo
🤖	robot	face, monster, robot
😺	grinning cat	cat, face, grinning, mouth, open, smile
😸	grinning cat with smiling eyes	cat, eye, face, grin, grinning cat with smiling eyes, smile
😹	cat with tears of joy	cat, cat with tears of joy, face, joy, tear
😻	smiling cat with heart-eyes	cat, eye, face, heart, love, smile, smiling cat with heart-eyes
😼	cat with wry smile	cat, cat with wry smile, face, ironic, smile, wry
😽	kissing cat	cat, eye, face, kiss, kissing cat
🙀	weary cat	cat, face, oh, surprised, weary
😿	crying cat	cat, cry, crying cat, face, sad, tear
😾	pouting cat	cat, face, pouting
🙈	see-no-evil monkey	evil, face, forbidden, monkey, see, see-no-evil monkey
🙉	hear-no-evil monkey	evil, face, forbidden, hear, hear-no-evil monkey, monkey
🙊	speak-no-evil monkey	evil, face, forbidden, monkey, speak, speak-no-evil monkey
💌	love letter	heart, letter, love, mail
💘	heart with arrow	arrow, cupid, heart with arrow
💝	heart with ribbon	heart with ribbon, ribbon, valentine
💖	sparkling heart	excited, sparkle, sparkling heart
💗	growing heart	excited, growing, growing heart, nervous, pulse
💓	beating heart	beating, beating heart, heartbeat, pulsating
💞	revolving hearts	revolving, revolving hearts
💕	two hearts	love, two hearts
💟	heart decoration	heart, heart decoration
❣️	heart exclamation	exclamation, heart exclamation, mark, punctuation
💔	broken heart	break, broken, broken heart
❤️‍🔥	heart on fire	
❤️‍🩹	mending heart	
❤️	red heart	heart, red heart
🩷	pink heart	
🧡	orange heart	orange, orange heart
💛	yellow heart	yellow, yellow heart
💚	green heart	green, green heart
💙	blue heart	blue, blue heart
🩵	light blue heart	
💜	purple heart	purple, purple heart
🤎	brown heart	brown, heart
🖤	black heart	black, black heart, evil, wicked
🩶	grey heart	
🤍	white heart	heart, white
💋	kiss mark	kiss, kiss mark, lips
💯	hundred points	100, full, hundred, hundred points, score
💢	anger symbol	anger symbol, angry, comic, mad
🫯	fight cloud	
💥	collision	boom, collision, comic
💫	dizzy	comic, dizzy, star
💦	sweat droplets	comic, splashing, sweat, sweat droplets
💨	dashing away	comic, dash, dashing away, running
🕳️	hole	hole
💬	speech balloon	balloon, bubble, comic, dialog, speech
👁️‍🗨️	eye in speech bubble	
🗨️	left speech bubble	dialog, left speech bubble, speech
🗯️	right anger bubble	angry, balloon, bubble, mad, right anger bubble
💭	thought balloon	balloon, bubble, comic, thought
💤	ZZZ	comic, sleep, zzz
🏧	ATM sign	atm, ATM sign, automated, bank, teller
🚮	litter in bin sign	litter, litter bin, litter in bin sign
🚰	potable water	drinking, potable, water
♿	wheelchair symbol	access, wheelchair symbol
🚹	men’s room	lavatory, man, men’s room, restroom, wc
🚺	women’s room	lavatory, restroom, wc, woman, women’s room
🚻	restroom	lavatory, restroom, WC
🚼	baby symbol	baby, baby symbol, changing
🚾	water closet	closet, lavatory, restroom, water, wc
🛂	passport control	control, passport
🛃	customs	customs
🛄	baggage claim	baggage, claim
🛅	left luggage	baggage, left luggage, locker, luggage
⚠️	warning	warning
🚸	children crossing	child, children crossing, crossing, pedestrian, traffic
⛔	no entry	entry, forbidden, no, not, prohibited, traffic
🚫	prohibited	entry, forbidden, no, not, prohibited
🚳	no bicycles	bicycle, bike, forbidden, no, no bicycles, prohibited
🚭	no smoking	forbidden, no, not, prohibited, smoking
🚯	no littering	forbidden, litter, no, no littering, not, prohibited
🚱	non-potable water	non-drinking, non-potable, water
🚷	no pedestrians	forbidden, no, no pedestrians, not, pedestrian, prohibited
📵	no mobile phones	cell, forbidden, mobile, no, no mobile phones, phone
🔞	no one under eighteen	18, age restriction, eighteen, no one under eighteen, prohibited, underage
☢️	radioactive	radioactive, sign
☣️	biohazard	biohazard, sign
⬆️	up arrow	arrow, cardinal, direction, north, up arrow
↗️	up-right arrow	arrow, direction, intercardinal, northeast, up-right arrow
➡️	right arrow	arrow, cardinal, direction, east, right arrow
↘️	down-right arrow	arrow, direction, down-right arrow, intercardinal, southeast
⬇️	down arrow	arrow, cardinal, direction, down, south
↙️	down-left arrow	arrow, direction, down-left arrow, intercardinal, southwest
⬅️	left arrow	arrow, cardinal, direction, left arrow, west
↖️	up-left arrow	arrow, direction, intercardinal, northwest, up-left arrow
↕️	up-down arrow	arrow, up-down arrow
↔️	left-right arrow	arrow, left-right arrow
↩️	right arrow curving left	arrow, right arrow curving left
↪️	left arrow curving right	arrow, left arrow curving right
⤴️	right arrow curving up	arrow, right arrow curving up
⤵️	right arrow curving down	arrow, down, right arrow curving down
🔃	clockwise vertical arrows	arrow, clockwise, clockwise vertical arrows, reload
🔄	counterclockwise arrows button	anticlockwise, arrow, counterclockwise, counterclockwise arrows button, withershins
🔙	BACK arrow	arrow, back, BACK arrow
🔚	END arrow	arrow, end, END arrow
🔛	ON! arrow	arrow, mark, on, ON! arrow
🔜	SOON arrow	arrow, soon, SOON arrow
🔝	TOP arrow	arrow, top, TOP arrow, up
🛐	place of worship	place of worship, religion, worship
⚛️	atom symbol	atheist, atom, atom symbol
🕉️	om	Hindu, om, religion
✡️	star of David	David, Jew, Jewish, religion, star, star of David
☸️	wheel of dharma	Buddhist, dharma, religion, wheel, wheel of dharma
☯️	yin yang	religion, tao, taoist, yang, yin
✝️	latin cross	Christian, cross, latin cross, religion
☦️	orthodox cross	Christian, cross, orthodox cross, religion
☪️	star and crescent	islam, Muslim, religion, star and crescent
☮️	peace symbol	peace, peace symbol
🕎	menorah	candelabrum, candlestick, menorah, religion
🔯	dotted six-pointed star	dotted six-pointed star, fortune, star
🪯	khanda	
♈	Aries	Aries, ram, zodiac
♉	Taurus	bull, ox, Taurus, zodiac
♊	Gemini	Gemini, twins, zodiac
♋	Cancer	Cancer, crab, zodiac
♌	Leo	Leo, lion, zodiac
♍	Virgo	Virgo, zodiac
♎	Libra	balance, justice, Libra, scales, zodiac
♏	Scorpio	Scorpio, scorpion, scorpius, zodiac
♐	Sagittarius	archer, Sagittarius, zodiac
♑	Capricorn	Capricorn, goat, zodiac
♒	Aquarius	Aquarius, bearer, water, zodiac
♓	Pisces	fish, Pisces, zodiac
⛎	Ophiuchus	bearer, Ophiuchus, serpent, snake, zodiac
🔀	shuffle tracks button	arrow, crossed, shuffle tracks button
🔁	repeat button	arrow, clockwise, repeat, repeat button
🔂	repeat single button	arrow, clockwise, once, repeat single button
▶️	play button	arrow, play, play button, right, triangle
⏩	fast-forward button	arrow, double, fast, fast-forward button, forward
⏭️	next track button	arrow, next scene, next track, next track button, triangle
⏯️	play or pause button	arrow, pause, play, play or pause button, right, triangle
◀️	reverse button	arrow, left, reverse, reverse button, triangle
⏪	fast reverse button	arrow, double, fast reverse button, rewind
⏮️	last track button	arrow, last track button, previous scene, previous track, triangle
🔼	upwards button	arrow, button, red, upwards button
⏫	fast up button	arrow, double, fast up button
🔽	downwards button	arrow, button, down, downwards button, red
⏬	fast down button	arrow, double, down, fast down button
⏸️	pause button	bar, double, pause, pause button, vertical
⏹️	stop button	square, stop, stop button
⏺️	record button	circle, record, record button
⏏️	eject button	eject, eject button
🎦	cinema	camera, cinema, film, movie
🔅	dim button	brightness, dim, dim button, low
🔆	bright button	bright, bright button, brightness
📶	antenna bars	antenna, antenna bars, bar, cell, mobile, phone
🛜	wireless	
📳	vibration mode	cell, mobile, mode, phone, telephone, vibration
📴	mobile phone off	cell, mobile, off, phone, telephone
♀️	female sign	female sign, woman
♂️	male sign	male sign, man
⚧️	transgender symbol	transgender, transgender symbol
✖️	multiply	×, cancel, multiplication, multiply, sign, x
➕	plus	+, math, plus, sign
➖	minus	-, −, math, minus, sign
➗	divide	÷, divide, division, math, sign
🟰	heavy equals sign	
♾️	infinity	forever, infinity, unbounded, universal
‼️	double exclamation mark	!, !!, bangbang, double exclamation mark, exclamation, mark
⁉️	exclamation question mark	!, !?, ?, exclamation, interrobang, mark, punctuation, question
❓	red question mark	?, mark, punctuation, question
❔	white question mark	?, mark, outlined, punctuation, question, white question mark
❕	white exclamation mark	!, exclamation, mark, outlined, punctuation, white exclamation mark
❗	red exclamation mark	!, exclamation, mark, punctuation
〰️	wavy dash	dash, punctuation, wavy
💱	currency exchange	bank, currency, exchange, money
💲	heavy dollar sign	currency, dollar, heavy dollar sign, money
⚕️	medical symbol	aesculapius, medical symbol, medicine, staff
♻️	recycling symbol	recycle, recycling symbol
⚜️	fleur-de-lis	fleur-de-lis
🔱	trident emblem	anchor, emblem, ship, tool, trident
📛	name badge	badge, name
🔰	Japanese symbol for beginner	beginner, chevron, Japanese, Japanese symbol for beginner, leaf
⭕	hollow red circle	circle, hollow red circle, large, o, red
✅	check mark button	✓, button, check, mark
☑️	check box with check	✓, box, check, check box with check
✔️	check mark	✓, check, mark
❌	cross mark	×, cancel, cross, mark, multiplication, multiply, x
❎	cross mark button	×, cross mark button, mark, square, x
➰	curly loop	curl, curly loop, loop
➿	double curly loop	curl, double, double curly loop, loop
〽️	part alternation mark	mark, part, part alternation mark
✳️	eight-spoked asterisk	*, asterisk, eight-spoked asterisk
✴️	eight-pointed star	*, eight-pointed star, star
❇️	sparkle	*, sparkle
©️	copyright	c, copyright
®️	registered	r, registered
™️	trade mark	mark, tm, trade mark, trademark
🫟	splatter	
#️⃣	keycap: #	
*️⃣	keycap: *	
0️⃣	keycap: 0	
1️⃣	keycap: 1	
2️⃣	keycap: 2	
3️⃣	keycap: 3	
4️⃣	keycap: 4	
5️⃣	keycap: 5	
6️⃣	keycap: 6	
7️⃣	keycap: 7	
8️⃣	keycap: 8	
9️⃣	keycap: 9	
🔟	keycap: 10	
🔠	input latin uppercase	ABCD, input, latin, letters, uppercase
🔡	input latin lowercase	abcd, input, latin, letters, lowercase
🔢	input numbers	1234, input, numbers
🔣	input symbols	〒♪&amp;%, input, input symbols
🔤	input latin letters	abc, alphabet, input, latin, letters
🅰️	A button (blood type)	a, A button (blood type), blood type
🆎	AB button (blood type)	ab, AB button (blood type), blood type
🅱️	B button (blood type)	b, B button (blood type), blood type
🆑	CL button	cl, CL button
🆒	COOL button	cool, COOL button
🆓	FREE button	free, FREE button
ℹ️	information	i, information
🆔	ID button	id, ID button, identity
Ⓜ️	circled M	circle, circled M, m
🆕	NEW button	new, NEW button
🆖	NG button	ng, NG button
🅾️	O button (blood type)	blood type, o, O button (blood type)
🆗	OK button	OK, OK button
🅿️	P button	P button, parking
🆘	SOS button	help, sos, SOS button
🆙	UP! button	mark, up, UP! button
🆚	VS button	versus, vs, VS button
🈁	Japanese “here” button	“here”, Japanese, Japanese “here” button, katakana, ココ
🈂️	Japanese “service charge” button	“service charge”, Japanese, Japanese “service charge” button, katakana, サ
🈷️	Japanese “monthly amount” button	“monthly amount”, ideograph, Japanese, Japanese “monthly amount” button, 月
🈶	Japanese “not free of charge” button	“not free of charge”, ideograph, Japanese, Japanese “not free of charge” button, 有
🈯	Japanese “reserved” button	“reserved”, ideograph, Japanese, Japanese “reserved” button, 指
🉐	Japanese “bargain” button	“bargain”, ideograph, Japanese, Japanese “bargain” button, 得
🈹	Japanese “discount” button	“discount”, ideograph, Japanese, Japanese “discount” button, 割
🈚	Japanese “free of charge” button	“free of charge”, ideograph, Japanese, Japanese “free of charge” button, 無
🈲	Japanese “prohibited” button	“prohibited”, ideograph, Japanese, Japanese “prohibited” button, 禁
🉑	Japanese “acceptable” button	“acceptable”, ideograph, Japanese, Japanese “acceptable” button, 可
🈸	Japanese “application” button	“application”, ideograph, Japanese, Japanese “application” button, 申
🈴	Japanese “passing grade” button	“passing grade”, ideograph, Japanese, Japanese “passing grade” button, 合
🈳	Japanese “vacancy” button	“vacancy”, ideograph, Japanese, Japanese “vacancy” button, 空
㊗️	Japanese “congratulations” button	“congratulations”, ideograph, Japanese, Japanese “congratulations” button, 祝
㊙️	Japanese “secret” button	“secret”, ideograph, Japanese, Japanese “secret” button, 秘
🈺	Japanese “open for business” button	“open for business”, ideograph, Japanese, Japanese “open for business” button, 営
🈵	Japanese “no vacancy” button	“no vacancy”, ideograph, Japanese, Japanese “no vacancy” button, 満
🔴	red circle	circle, geometric, red
🟠	orange circle	circle, orange
🟡	yellow circle	circle, yellow
🟢	green circle	circle, green
🔵	blue circle	blue, circle, geometric
🟣	purple circle	circle, purple
🟤	brown circle	brown, circle
⚫	black circle	black circle, circle, geometric
⚪	white circle	circle, geometric, white circle
🟥	red square	red, square
🟧	orange square	orange, square
🟨	yellow square	square, yellow
🟩	green square	green, square
🟦	blue square	blue, square
🟪	purple square	purple, square
🟫	brown square	brown, square
⬛	black large square	black large square, geometric, square
⬜	white large square	geometric, square, white large square
◼️	black medium square	black medium square, geometric, square
◻️	white medium square	geometric, square, white medium square
◾	black medium-small square	black medium-small square, geometric, square
◽	white medium-small square	geometric, square, white medium-small square
▪️	black small square	black small square, geometric, square
▫️	white small square	geometric, square, white small square
🔶	large orange diamond	diamond, geometric, large orange diamond, orange
🔷	large blue diamond	blue, diamond, geometric, large blue diamond
🔸	small orange diamond	diamond, geometric, orange, small orange diamond
🔹	small blue diamond	blue, diamond, geometric, small blue diamond
🔺	red triangle pointed up	geometric, red, red triangle pointed up
🔻	red triangle pointed down	down, geometric, red, red triangle pointed down
💠	diamond with a dot	comic, diamond, diamond with a dot, geometric, inside
🔘	radio button	button, geometric, radio
🔳	white square button	button, geometric, outlined, square, white square button
🔲	black square button	black square button, button, geometric, square
🌍	globe showing Europe-Africa	Africa, earth, Europe, globe, globe showing Europe-Africa, world
🌎	globe showing Americas	Americas, earth, globe, globe showing Americas, world
🌏	globe showing Asia-Australia	Asia, Australia, earth, globe, globe showing Asia-Australia, world
🌐	globe with meridians	earth, globe, globe with meridians, meridians, world
🗺️	world map	map, world
🗾	map of Japan	Japan, map, map of Japan
🧭	compass	compass, magnetic, navigation, orienteering
🏔️	snow-capped mountain	cold, mountain, snow, snow-capped mountain
⛰️	mountain	mountain
🛘	landslide	
🌋	volcano	eruption, mountain, volcano
🗻	mount fuji	fuji, mount fuji, mountain
🏕️	camping	camping
🏖️	beach with umbrella	beach, beach with umbrella, umbrella
🏜️	desert	desert
🏝️	desert island	desert, island
🏞️	national park	national park, park
🏟️	stadium	stadium
🏛️	classical building	classical, classical building
🏗️	building construction	building construction, construction
🧱	brick	brick, bricks, clay, mortar, wall
🪨	rock	boulder, heavy, rock, solid, stone
🪵	wood	log, lumber, timber, wood
🛖	hut	house, hut, roundhouse, yurt
🏘️	houses	houses
🏚️	derelict house	derelict, house
🏠	house	home, house
🏡	house with garden	garden, home, house, house with garden
🏢	office building	building, office building
🏣	Japanese post office	Japanese, Japanese post office, post
🏤	post office	European, post, post office
🏥	hospital	doctor, hospital, medicine
🏦	bank	bank, building
🏨	hotel	building, hotel
🏩	love hotel	hotel, love
🏪	convenience store	convenience, store
🏫	school	building, school
🏬	department store	department, store
🏭	factory	building, factory
🏯	Japanese castle	castle, Japanese
🏰	castle	castle, European
💒	wedding	chapel, romance, wedding
🗼	Tokyo tower	Tokyo, tower
🗽	Statue of Liberty	liberty, statue, Statue of Liberty
⛪	church	Christian, church, cross, religion
🕌	mosque	islam, mosque, Muslim, religion
🛕	hindu temple	hindu, temple
🕍	synagogue	Jew, Jewish, religion, synagogue, temple
⛩️	shinto shrine	religion, shinto, shrine
🕋	kaaba	islam, kaaba, Muslim, religion
⛲	fountain	fountain
⛺	tent	camping, tent
🌁	foggy	fog, foggy
🌃	night with stars	night, night with stars, star
🏙️	cityscape	city, cityscape
🌄	sunrise over mountains	morning, mountain, sun, sunrise, sunrise over mountains
🌅	sunrise	morning, sun, sunrise
🌆	cityscape at dusk	city, cityscape at dusk, dusk, evening, landscape, sunset
🌇	sunset	dusk, sun, sunset
🌉	bridge at night	bridge, bridge at night, night
♨️	hot springs	hot, hotsprings, springs, steaming
🎠	carousel horse	carousel, horse
🛝	playground slide	
🎡	ferris wheel	amusement park, ferris, wheel
🎢	roller coaster	amusement park, coaster, roller
💈	barber pole	barber, haircut, pole
🎪	circus tent	circus, tent
🚂	locomotive	engine, locomotive, railway, steam, train
🚃	railway car	car, electric, railway, train, tram, trolleybus
🚄	high-speed train	high-speed train, railway, shinkansen, speed, train
🚅	bullet train	bullet, railway, shinkansen, speed, train
🚆	train	railway, train
🚇	metro	metro, subway
🚈	light rail	light rail, railway
🚉	station	railway, station, train
🚊	tram	tram, trolleybus
🚝	monorail	monorail, vehicle
🚞	mountain railway	car, mountain, railway
🚋	tram car	car, tram, trolleybus
🚌	bus	bus, vehicle
🚍	oncoming bus	bus, oncoming
🚎	trolleybus	bus, tram, trolley, trolleybus
🚐	minibus	bus, minibus
🚑	ambulance	ambulance, vehicle
🚒	fire engine	engine, fire, truck
🚓	police car	car, patrol, police
🚔	oncoming police car	car, oncoming, police
🚕	taxi	taxi, vehicle
🚖	oncoming taxi	oncoming, taxi
🚗	automobile	automobile, car
🚘	oncoming automobile	automobile, car, oncoming
🚙	sport utility vehicle	recreational, sport utility, sport utility vehicle
🛻	pickup truck	pick-up, pickup, truck
🚚	delivery truck	delivery, truck
🚛	articulated lorry	articulated lorry, lorry, semi, truck
🚜	tractor	tractor, vehicle
🏎️	racing car	car, racing
🏍️	motorcycle	motorcycle, racing
🛵	motor scooter	motor, scooter
🦽	manual wheelchair	accessibility, manual wheelchair
🦼	motorized wheelchair	accessibility, motorized wheelchair
🛺	auto rickshaw	auto rickshaw, tuk tuk
🚲	bicycle	bicycle, bike
🛴	kick scooter	kick, scooter
🛹	skateboard	board, skateboard
🛼	roller skate	roller, skate
🚏	bus stop	bus, busstop, stop
🛣️	motorway	highway, motorway, road
🛤️	railway track	railway, railway track, train
🛢️	oil drum	drum, oil
⛽	fuel pump	diesel, fuel, fuelpump, gas, pump, station
🛞	wheel	
🚨	police car light	beacon, car, light, police, revolving
🚥	horizontal traffic light	horizontal traffic light, light, signal, traffic
🚦	vertical traffic light	light, signal, traffic, vertical traffic light
🛑	stop sign	octagonal, sign, stop
🚧	construction	barrier, construction
⚓	anchor	anchor, ship, tool
🛟	ring buoy	
⛵	sailboat	boat, resort, sailboat, sea, yacht
🛶	canoe	boat, canoe
🚤	speedboat	boat, speedboat
🛳️	passenger ship	passenger, ship
⛴️	ferry	boat, ferry, passenger
🛥️	motor boat	boat, motor boat, motorboat
🚢	ship	boat, passenger, ship
✈️	airplane	aeroplane, airplane
🛩️	small airplane	aeroplane, airplane, small airplane
🛫	airplane departure	aeroplane, airplane, check-in, departure, departures
🛬	airplane arrival	aeroplane, airplane, airplane arrival, arrivals, arriving, landing
🪂	parachute	hang-glide, parachute, parasail, skydive
💺	seat	chair, seat
🚁	helicopter	helicopter, vehicle
🚟	suspension railway	railway, suspension
🚠	mountain cableway	cable, gondola, mountain, mountain cableway
🚡	aerial tramway	aerial, cable, car, gondola, tramway
🛰️	satellite	satellite, space
🚀	rocket	rocket, space
🛸	flying saucer	flying saucer, UFO
🛎️	bellhop bell	bell, bellhop, hotel
🧳	luggage	luggage, packing, travel
⌛	hourglass done	hourglass done, sand, timer
⏳	hourglass not done	hourglass, hourglass not done, sand, timer
⌚	watch	clock, watch
⏰	alarm clock	alarm, clock
⏱️	stopwatch	clock, stopwatch
⏲️	timer clock	clock, timer
🕰️	mantelpiece clock	clock, mantelpiece clock
🕛	twelve o’clock	00, 12, 12:00, clock, o’clock, twelve
🕧	twelve-thirty	12, 12:30, clock, thirty, twelve, twelve-thirty
🕐	one o’clock	00, 1, 1:00, clock, o’clock, one
🕜	one-thirty	1, 1:30, clock, one, one-thirty, thirty
🕑	two o’clock	00, 2, 2:00, clock, o’clock, two
🕝	two-thirty	2, 2:30, clock, thirty, two, two-thirty
🕒	three o’clock	00, 3, 3:00, clock, o’clock, three
🕞	three-thirty	3, 3:30, clock, thirty, three, three-thirty
🕓	four o’clock	00, 4, 4:00, clock, four, o’clock
🕟	four-thirty	4, 4:30, clock, four, four-thirty, thirty
🕔	five o’clock	00, 5, 5:00, clock, five, o’clock
🕠	five-thirty	5, 5:30, clock, five, five-thirty, thirty
🕕	six o’clock	00, 6, 6:00, clock, o’clock, six
🕡	six-thirty	6, 6:30, clock, six, six-thirty, thirty
🕖	seven o’clock	00, 7, 7:00, clock, o’clock, seven
🕢	seven-thirty	7, 7:30, clock, seven, seven-thirty, thirty
🕗	eight o’clock	00, 8, 8:00, clock, eight, o’clock
🕣	eight-thirty	8, 8:30, clock, eight, eight-thirty, thirty
🕘	nine o’clock	00, 9, 9:00, clock, nine, o’clock
🕤	nine-thirty	9, 9:30, clock, nine, nine-thirty, thirty
🕙	ten o’clock	00, 10, 10:00, clock, o’clock, ten
🕥	ten-thirty	10, 10:30, clock, ten, ten-thirty, thirty
🕚	eleven o’clock	00, 11, 11:00, clock, eleven, o’clock
🕦	eleven-thirty	11, 11:30, clock, eleven, eleven-thirty, thirty
🌑	new moon	dark, moon, new moon
🌒	waxing crescent moon	crescent, moon, waxing
🌓	first quarter moon	first quarter moon, moon, quarter
🌔	waxing gibbous moon	gibbous, moon, waxing
🌕	full moon	full, moon
🌖	waning gibbous moon	gibbous, moon, waning
🌗	last quarter moon	last quarter moon, moon, quarter
🌘	waning crescent moon	crescent, moon, waning
🌙	crescent moon	crescent, moon
🌚	new moon face	face, moon, new moon face
🌛	first quarter moon face	face, first quarter moon face, moon, quarter
🌜	last quarter moon face	face, last quarter moon face, moon, quarter
🌡️	thermometer	thermometer, weather
☀️	sun	bright, rays, sun, sunny
🌝	full moon face	bright, face, full, moon
🌞	sun with face	bright, face, sun, sun with face
🪐	ringed planet	ringed planet, saturn, saturnine
⭐	star	star
🌟	glowing star	glittery, glow, glowing star, shining, sparkle, star
🌠	shooting star	falling, shooting, star
🌌	milky way	milky way, space
☁️	cloud	cloud, weather
⛅	sun behind cloud	cloud, sun, sun behind cloud
⛈️	cloud with lightning and rain	cloud, cloud with lightning and rain, rain, thunder
🌤️	sun behind small cloud	cloud, sun, sun behind small cloud
🌥️	sun behind large cloud	cloud, sun, sun behind large cloud
🌦️	sun behind rain cloud	cloud, rain, sun, sun behind rain cloud
🌧️	cloud with rain	cloud, cloud with rain, rain
🌨️	cloud with snow	cloud, cloud with snow, cold, snow
🌩️	cloud with lightning	cloud, cloud with lightning, lightning
🌪️	tornado	cloud, tornado, whirlwind
🌫️	fog	cloud, fog
🌬️	wind face	blow, cloud, face, wind
🌀	cyclone	cyclone, dizzy, hurricane, twister, typhoon
🌈	rainbow	rain, rainbow
🌂	closed umbrella	closed umbrella, clothing, rain, umbrella
☂️	umbrella	clothing, rain, umbrella
☔	umbrella with rain drops	clothing, drop, rain, umbrella, umbrella with rain drops
⛱️	umbrella on ground	rain, sun, umbrella, umbrella on ground
⚡	high voltage	danger, electric, high voltage, lightning, voltage, zap
❄️	snowflake	cold, snow, snowflake
☃️	snowman	cold, snow, snowman
⛄	snowman without snow	cold, snow, snowman, snowman without snow
☄️	comet	comet, space
🔥	fire	fire, flame, tool
💧	droplet	cold, comic, drop, droplet, sweat
🌊	water wave	ocean, water, wave
